API,KG_category,Subject,Object,URL
BioThings SEMMEDDB API,biolink:contains_process,biolink:Bacterium,biolink:PhysiologicalProcess,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:causes,biolink:Bacterium,biolink:PhysiologicalProcess,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:produces,biolink:Bacterium,biolink:Gene,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:located_in,biolink:Bacterium,biolink:Cell,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:has_part,biolink:Bacterium,biolink:Cell,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:has_part,biolink:Bacterium,biolink:BiologicalEntity,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:location_of,biolink:Bacterium,biolink:BiologicalEntity,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:causes,biolink:Bacterium,biolink:PathologicalProcess,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:affected_by,biolink:Bacterium,biolink:PathologicalProcess,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:location_of,biolink:Bacterium,biolink:NucleicAcidEntity,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:has_part,biolink:Bacterium,biolink:NucleicAcidEntity,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:located_in,biolink:Bacterium,biolink:PhenotypicFeature,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:has_part,biolink:Bacterium,biolink:PhenotypicFeature,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:affected_by,biolink:Bacterium,biolink:PhenotypicFeature,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:affected_by,biolink:Bacterium,biolink:Phenomenon,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:located_in,biolink:Bacterium,biolink:AnatomicalEntity,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:contains_process,biolink:Cohort,biolink:DiseaseOrPhenotypicFeature,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:produced_by,biolink:Cohort,biolink:PhysiologicalProcess,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:contains_process,biolink:Cohort,biolink:Behavior,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:contains_process,biolink:Cohort,biolink:Virus,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:contains_process,biolink:Cohort,biolink:MolecularActivity,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:contains_process,biolink:Cohort,biolink:Phenomenon,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:related_to,biolink:Cohort,biolink:BiologicalEntity,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:has_part,biolink:Cohort,biolink:BiologicalEntity,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:coexists_with,biolink:DiagnosticAid,biolink:Polypeptide,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:affected_by,biolink:DiagnosticAid,biolink:SmallMolecule,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:affects,biolink:DiagnosticAid,biolink:SmallMolecule,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:causes,biolink:DiagnosticAid,biolink:PhenotypicFeature,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:located_in,biolink:DiagnosticAid,biolink:AnatomicalEntity,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:disrupts,biolink:DiagnosticAid,biolink:MolecularActivity,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:related_to,biolink:DiagnosticAid,biolink:Cell,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:located_in,biolink:DiagnosticAid,biolink:Cell,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:causes,biolink:DiagnosticAid,biolink:PhysiologicalProcess,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:located_in,biolink:DiagnosticAid,biolink:CellularComponent,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:located_in,biolink:DiagnosticAid,biolink:Plant,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:location_of,biolink:Fungus,biolink:Polypeptide,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:has_part,biolink:Fungus,biolink:Polypeptide,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:has_part,biolink:Fungus,biolink:CellularComponent,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:located_in,biolink:Fungus,biolink:CellularComponent,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:affected_by,biolink:Fungus,biolink:SmallMolecule,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:has_part,biolink:Fungus,biolink:Cell,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:located_in,biolink:Fungus,biolink:Cell,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:has_part,biolink:Fungus,biolink:BiologicalEntity,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:location_of,biolink:Fungus,biolink:BiologicalEntity,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:causes,biolink:Fungus,biolink:PathologicalProcess,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:affected_by,biolink:Fungus,biolink:PathologicalProcess,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:has_part,biolink:Fungus,biolink:NucleicAcidEntity,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:location_of,biolink:Fungus,biolink:NucleicAcidEntity,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:has_part,biolink:Fungus,biolink:PhenotypicFeature,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:located_in,biolink:Fungus,biolink:PhenotypicFeature,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:affected_by,biolink:Fungus,biolink:Phenomenon,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:located_in,biolink:Fungus,biolink:AnatomicalEntity,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:predisposes_to_condition,biolink:OrganismAttribute,biolink:Disease,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:treats_or_applied_or_studied_to_treat,biolink:Activity,biolink:Disease,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:preventative_for_condition,biolink:Activity,biolink:Disease,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:treats_or_applied_or_studied_to_treat,biolink:Activity,biolink:PhenotypicFeature,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:preventative_for_condition,biolink:Activity,biolink:PhenotypicFeature,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:treats_or_applied_or_studied_to_treat,biolink:Activity,biolink:PathologicalProcess,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:preventative_for_condition,biolink:Activity,biolink:PathologicalProcess,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:part_of,biolink:BiologicalEntity,biolink:Virus,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:preventative_for_condition,biolink:BiologicalEntity,biolink:Virus,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:located_in,biolink:BiologicalEntity,biolink:Virus,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:preceded_by,biolink:BiologicalEntity,biolink:Disease,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:part_of,biolink:BiologicalEntity,biolink:Cell,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:produced_by,biolink:BiologicalEntity,biolink:Cell,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:disrupts,biolink:BiologicalEntity,biolink:Cell,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:interacts_with,biolink:BiologicalEntity,biolink:Cell,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:derives_from,biolink:BiologicalEntity,biolink:Polypeptide,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:produced_by,biolink:BiologicalEntity,biolink:Polypeptide,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:part_of,biolink:BiologicalEntity,biolink:Bacterium,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:located_in,biolink:BiologicalEntity,biolink:Bacterium,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:part_of,biolink:BiologicalEntity,biolink:CellularComponent,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:produced_by,biolink:BiologicalEntity,biolink:CellularComponent,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:derives_into,biolink:BiologicalEntity,biolink:Gene,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:contains_process,biolink:BiologicalEntity,biolink:PathologicalProcess,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:produced_by,biolink:BiologicalEntity,biolink:PathologicalProcess,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:predisposes_to_condition,biolink:BiologicalEntity,biolink:PathologicalProcess,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:preventative_for_condition,biolink:BiologicalEntity,biolink:PathologicalProcess,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:affected_by,biolink:BiologicalEntity,biolink:PathologicalProcess,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:treats_or_applied_or_studied_to_treat,biolink:BiologicalEntity,biolink:PathologicalProcess,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:condition_prevented_by,biolink:BiologicalEntity,biolink:SmallMolecule,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:part_of,biolink:BiologicalEntity,biolink:Fungus,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:located_in,biolink:BiologicalEntity,biolink:Fungus,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:produces,biolink:BiologicalEntity,biolink:BiologicalEntity,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:produced_by,biolink:BiologicalEntity,biolink:BiologicalEntity,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:derives_into,biolink:BiologicalEntity,biolink:BiologicalEntity,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:is_diagnosed_by,biolink:BiologicalEntity,biolink:Procedure,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:preceded_by,biolink:BiologicalEntity,biolink:Procedure,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:condition_prevented_by,biolink:BiologicalEntity,biolink:Procedure,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:affected_by,biolink:BiologicalEntity,biolink:Procedure,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:precedes,biolink:BiologicalEntity,biolink:Procedure,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:treats_or_applied_or_studied_to_treat,biolink:BiologicalEntity,biolink:PhenotypicFeature,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:disrupts,biolink:BiologicalEntity,biolink:MolecularActivity,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:related_to,biolink:BiologicalEntity,biolink:Cohort,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:part_of,biolink:BiologicalEntity,biolink:Cohort,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:produced_by,biolink:BiologicalEntity,biolink:Phenomenon,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:disrupted_by,biolink:Phenomenon,biolink:Polypeptide,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:caused_by,biolink:Phenomenon,biolink:Polypeptide,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:caused_by,biolink:Phenomenon,biolink:SmallMolecule,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:disrupted_by,biolink:Phenomenon,biolink:Gene,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:caused_by,biolink:Phenomenon,biolink:Gene,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:affected_by,biolink:Phenomenon,biolink:Procedure,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:manifestation_of,biolink:Phenomenon,biolink:PathologicalProcess,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:affected_by,biolink:Phenomenon,biolink:Phenomenon,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:affected_by,biolink:Phenomenon,biolink:Food,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:affects,biolink:Phenomenon,biolink:Bacterium,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:affects,biolink:Phenomenon,biolink:Virus,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:affected_by,biolink:Phenomenon,biolink:BiologicalEntity,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:produces,biolink:Phenomenon,biolink:BiologicalEntity,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:affects,biolink:Phenomenon,biolink:Fungus,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:derives_into,biolink:NucleicAcidEntity,biolink:SmallMolecule,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:part_of,biolink:NucleicAcidEntity,biolink:Virus,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:located_in,biolink:NucleicAcidEntity,biolink:Virus,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:derives_into,biolink:NucleicAcidEntity,biolink:Gene,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:part_of,biolink:NucleicAcidEntity,biolink:CellularComponent,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:part_of,biolink:NucleicAcidEntity,biolink:Cell,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:located_in,biolink:NucleicAcidEntity,biolink:Plant,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:located_in,biolink:NucleicAcidEntity,biolink:Bacterium,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:part_of,biolink:NucleicAcidEntity,biolink:Bacterium,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:part_of,biolink:NucleicAcidEntity,biolink:NucleicAcidEntity,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:derives_into,biolink:NucleicAcidEntity,biolink:NucleicAcidEntity,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:part_of,biolink:NucleicAcidEntity,biolink:Fungus,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:located_in,biolink:NucleicAcidEntity,biolink:Fungus,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:part_of,biolink:NucleicAcidEntity,biolink:Cohort,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:part_of,biolink:NucleicAcidEntity,biolink:AnatomicalEntity,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:affected_by,biolink:Behavior,biolink:Disease,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:affected_by,biolink:Behavior,biolink:Behavior,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:part_of,biolink:Protein,biolink:CellularComponent,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:part_of,biolink:Protein,biolink:Cell,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:produced_by,biolink:Protein,biolink:Cell,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:part_of,biolink:Protein,biolink:Virus,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:located_in,biolink:Protein,biolink:Virus,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:produced_by,biolink:Protein,biolink:Gene,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:produced_by,biolink:Protein,biolink:PathologicalProcess,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:located_in,biolink:Protein,biolink:Bacterium,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:part_of,biolink:Protein,biolink:Bacterium,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:produced_by,biolink:Protein,biolink:Phenomenon,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:located_in,biolink:Protein,biolink:Fungus,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:part_of,biolink:Protein,biolink:Fungus,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:interacts_with,biolink:Protein,biolink:Device,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:has_part,biolink:AnatomicalEntity,biolink:SmallMolecule,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:causes,biolink:SmallMolecule,biolink:PhysiologicalProcess,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:has_part,biolink:Disease,biolink:Gene,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:produces,biolink:CellularComponent,biolink:Gene,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:coexists_with,biolink:MolecularActivity,biolink:Disease,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:disrupts,biolink:SmallMolecule,biolink:PhenotypicFeature,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:precedes,biolink:SmallMolecule,biolink:Procedure,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:coexists_with,biolink:SmallMolecule,biolink:Polypeptide,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:close_match,biolink:SmallMolecule,biolink:Device,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:disrupts,biolink:SmallMolecule,biolink:PathologicalProcess,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:coexists_with,biolink:SmallMolecule,biolink:NucleicAcidEntity,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:affects,biolink:SmallMolecule,biolink:Phenomenon,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
BioThings SEMMEDDB API,biolink:located_in,biolink:Disease,biolink:Disease,https://api.bte.ncats.io/v1/smartapi/1d288b3a3caf75d541ffaae3aab386c8/query
